ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,prix,annee_vente,mois_vente
5,13,0,82.63,4,4,0,0,1,1937,0,0,1,3,1,3.09,271.5,6,343655.38,2022,1
1,7,3,224.98,4,3,0,0,3,1970,1,1,1,3,2,2.6,230.65,4,1024874.63,2021,2
0,3,1,121.13,4,3,0,0,3,2001,1,0,0,1,3,14.19,1002.34,8,287520.87,2021,3
9,17,4,24.42,1,0,4,1,1,1876,1,0,1,3,1,11.2,170.94,7,107515.61,2021,6
14,17,1,127.47,4,4,3,1,0,1948,0,0,0,3,0,6.28,382.62,1,399555.33,2021,6
4,12,1,92.11,4,3,1,0,0,2021,0,0,1,2,2,6.51,728.12,6,216518.34,2020,6
3,17,3,108.94,7,5,0,0,0,1930,1,0,1,2,2,3.52,514.2,2,180164.3,2023,6
10,0,3,147.54,6,5,0,0,2,1930,1,0,1,0,4,6.52,345.07,5,1261253.65,2021,10
13,3,0,105.72,7,3,3,1,0,1978,0,1,0,0,3,7.27,101.73,7,390917.33,2022,8
6,19,0,129.28,5,4,2,0,2,1970,0,0,2,0,3,4.39,131.81,4,844817.7,2022,1
8,7,4,20.19,1,0,4,0,1,1985,0,0,0,2,3,2.65,150.92,1,58504.93,2020,6
9,12,3,218.36,7,3,0,0,4,1941,1,0,2,3,4,6.8,906.27,5,631360.01,2021,5
9,12,4,53.03,1,0,6,1,0,1963,1,0,1,1,0,5.87,938.99,7,307263.72,2021,11
12,11,4,22.58,1,0,5,1,3,2023,1,0,1,4,3,2.0,818.39,4,93579.09,2020,2
9,11,0,114.39,4,4,0,0,0,1957,0,0,2,0,6,5.68,211.43,3,540422.54,2023,5
10,1,2,87.76,3,3,0,0,1,1904,1,0,2,4,3,3.88,597.58,1,910238.94,2020,2
10,9,3,170.01,4,3,0,0,3,1993,0,0,0,3,4,7.88,165.1,4,1541175.69,2021,6
6,14,0,85.49,3,2,2,0,1,1978,1,0,1,3,1,9.41,252.94,9,274010.84,2021,3
2,17,2,93.1,4,3,6,1,3,1965,1,0,0,0,3,7.19,43.07,8,312206.72,2023,7
11,3,0,112.08,4,3,1,0,1,2013,1,0,0,3,2,5.08,177.58,3,240466.17,2023,2
4,17,4,30.78,1,0,6,1,0,1921,1,0,0,2,4,8.97,73.95,3,89626.23,2022,7
14,12,3,213.06,6,5,0,0,3,1969,0,0,1,1,2,3.58,646.45,10,719962.43,2021,2
9,3,0,58.95,2,2,0,0,1,1932,1,0,0,2,3,2.76,90.49,7,327940.09,2020,8
5,5,4,58.31,1,1,0,0,3,1903,0,0,0,0,7,14.55,498.36,2,198259.9,2023,9
7,12,3,197.42,4,3,0,0,1,1964,1,0,0,3,4,4.55,144.11,3,459570.31,2022,11
12,12,0,87.41,3,2,7,1,0,2017,0,1,0,0,4,0.91,633.31,3,361047.99,2023,11
12,17,0,85.03,3,3,1,0,1,1991,1,0,2,3,4,13.26,255.97,6,220832.91,2020,3
2,12,2,132.63,7,6,3,0,1,1938,1,1,1,3,5,8.43,572.16,5,388061.12,2020,6
5,18,0,94.1,4,3,2,0,0,1966,1,0,0,1,3,5.5,248.15,4,451271.14,2020,2
1,3,2,108.32,5,3,0,0,0,2000,0,0,1,2,3,4.05,270.5,2,620774.2,2021,8
5,18,0,53.53,2,1,4,1,0,1932,0,0,1,3,3,2.0,386.9,10,265885.82,2022,12
3,17,3,129.56,4,3,0,0,4,1970,1,0,1,2,4,6.36,80.37,5,167822.83,2020,8
1,17,2,119.74,4,3,8,1,0,1930,0,1,1,2,2,3.85,252.94,6,862282.25,2022,9
13,3,0,123.04,6,5,4,0,1,1980,1,0,0,2,2,5.53,187.42,4,408786.0,2022,4
0,12,3,169.7,4,3,0,0,0,1870,1,0,1,1,1,7.88,62.26,5,349029.74,2022,8
7,7,4,45.77,1,0,2,0,0,1978,0,1,0,3,3,2.64,803.49,5,196426.91,2023,12
0,17,4,30.17,1,0,5,0,2,2003,1,0,1,1,1,4.33,454.68,2,341709.14,2020,10
12,3,3,250.93,5,3,0,0,0,1998,1,0,0,4,1,7.86,149.97,8,889810.75,2021,5
5,5,3,194.86,5,4,0,0,1,1985,0,0,0,0,5,8.63,189.43,1,482383.02,2023,12
13,12,4,34.09,1,0,0,0,2,1935,1,0,0,2,3,6.34,252.94,7,115184.82,2022,9
11,17,4,44.09,1,0,3,1,4,2002,1,0,0,3,6,8.53,156.55,2,54843.09,2020,7
8,3,4,35.72,1,0,3,0,0,2019,0,0,0,2,3,8.46,326.77,1,136864.13,2023,1
14,3,0,92.85,3,2,2,0,1,1930,1,0,0,2,3,6.79,332.8,1,385252.18,2020,7
13,3,1,119.19,5,4,5,1,3,2013,1,0,1,4,5,5.05,58.07,3,489149.95,2022,12
2,17,0,85.01,4,3,0,0,1,2006,0,0,1,0,3,3.94,160.42,5,232771.71,2022,2
3,7,0,55.2,2,0,3,1,0,2021,1,0,0,0,3,3.34,212.95,2,98843.09,2021,2
14,3,0,111.59,5,4,6,1,3,1949,0,0,0,2,3,1.13,144.84,9,469617.9,2022,12
5,4,0,112.83,6,5,1,0,3,2016,1,0,0,2,4,0.96,447.29,5,639303.3,2021,3
4,3,0,70.32,3,2,1,0,1,1930,1,0,1,2,7,10.0,106.99,9,203518.93,2022,4
11,7,0,75.57,3,2,4,0,1,1929,1,0,0,2,2,6.1,5.43,10,158550.07,2023,10
13,17,0,130.89,4,2,5,1,4,1910,0,0,1,2,4,6.81,252.94,6,271100.83,2023,6
7,3,3,163.74,7,3,0,0,3,1963,0,0,0,0,3,7.7,289.72,9,555355.28,2022,1
5,15,0,95.88,3,3,1,0,2,1858,0,0,0,4,1,6.3,244.14,5,827407.34,2022,8
9,12,0,81.79,3,2,2,0,1,1958,0,0,2,4,2,1.93,35.6,10,403597.89,2021,3
10,0,0,51.65,2,1,5,1,0,1982,1,0,0,2,7,2.74,330.55,8,457379.85,2021,8
13,3,0,88.18,3,3,1,0,0,1902,1,0,0,2,7,4.38,335.0,4,288921.69,2020,1
7,3,0,52.7,2,1,4,1,0,2002,1,0,0,3,7,5.71,290.71,2,208957.79,2020,2
3,12,3,237.78,5,4,0,0,0,1946,1,0,1,2,7,2.29,101.68,5,394863.75,2020,12
8,7,1,112.9,4,3,1,0,0,1882,0,0,1,0,0,3.45,640.22,2,478703.86,2020,11
9,11,2,90.01,4,2,2,0,1,1957,1,0,0,0,3,6.57,426.72,3,499409.43,2020,11
0,11,2,146.44,6,5,4,1,4,1918,1,1,0,0,3,2.68,86.73,5,324049.86,2022,11
8,3,0,52.15,2,0,3,1,3,1999,1,1,0,3,6,11.02,355.58,5,170437.03,2023,12
0,12,0,52.88,3,3,0,0,3,1952,0,0,0,2,6,3.15,623.44,1,114035.67,2020,4
5,13,0,133.25,5,3,2,0,3,1970,0,0,0,2,3,5.11,641.08,5,529040.55,2020,8
10,16,4,44.55,1,1,1,0,0,1965,0,0,0,3,2,1.43,112.09,5,525492.53,2023,5
13,11,0,78.91,4,3,0,0,2,1965,0,0,0,0,3,16.28,465.87,2,225817.33,2021,10
13,7,3,198.32,4,4,0,0,4,1943,0,0,0,2,7,5.98,168.43,10,295594.83,2023,12
4,11,0,59.86,2,2,0,0,1,1951,0,0,1,2,4,1.59,252.94,7,159619.69,2022,1
12,3,0,81.44,3,3,0,0,1,1970,1,0,0,0,2,17.81,126.0,8,226967.45,2020,7
4,7,1,91.85,3,2,8,1,1,1970,0,0,0,2,4,7.45,16.57,7,222097.66,2022,1
2,17,4,22.49,1,0,5,1,3,1970,0,0,1,0,6,5.7,252.94,5,53224.05,2020,8
5,4,4,42.05,1,0,7,1,0,2017,1,1,0,0,2,7.54,489.04,4,188536.04,2020,7
5,4,3,158.24,6,3,0,0,0,1947,0,1,0,1,3,6.01,158.19,5,562955.95,2021,2
10,9,2,102.71,4,3,0,0,0,1973,0,0,0,0,5,1.04,252.94,2,1296830.97,2023,11
4,11,3,193.5,4,3,0,0,3,1976,0,0,2,2,2,3.26,265.79,6,512706.33,2020,10
7,3,1,101.82,7,6,3,1,0,1935,0,0,0,3,1,5.89,494.4,2,423698.8,2022,10
0,12,0,72.28,4,3,0,0,0,1946,0,0,1,3,6,4.03,394.02,10,158591.26,2023,2
7,17,3,265.44,5,3,0,0,0,1968,1,0,2,3,4,5.87,465.96,7,855363.06,2023,2
10,0,3,126.77,20,3,0,0,0,1941,0,0,1,0,1,9.01,252.94,4,860371.75,2023,1
11,7,0,119.36,6,5,0,0,0,1948,0,0,0,0,3,7.49,260.45,2,217160.51,2021,11
12,12,2,252.72,4,4,3,0,1,1980,0,0,0,3,3,3.13,50.24,2,861096.6,2021,8
7,12,1,86.98,4,4,4,1,4,1992,1,0,0,0,5,3.62,252.94,9,218281.83,2023,9
1,7,3,132.43,5,3,0,0,0,2000,0,0,0,2,2,5.26,89.03,7,461874.61,2022,4
2,11,0,91.26,3,3,0,0,1,2050,0,0,0,3,4,3.28,47.33,7,200051.24,2022,8
14,12,3,107.17,7,7,0,0,1,1993,0,1,0,3,0,3.26,221.37,5,331305.78,2021,2
10,9,2,121.68,4,3,2,0,1,2016,1,0,0,2,5,7.77,332.4,1,1324055.91,2021,3
10,0,3,146.63,6,6,0,0,2,1977,0,0,1,1,4,3.88,37.92,8,1337513.06,2020,4
6,19,0,111.88,5,3,0,0,1,1980,1,1,0,4,5,5.14,98.78,3,450778.16,2023,4
0,7,3,161.01,5,5,0,0,0,2018,0,0,0,0,3,3.05,513.51,5,359762.96,2023,6
2,12,0,83.18,4,3,2,0,0,2008,0,0,0,3,6,3.31,252.94,5,218659.57,2020,11
9,7,4,39.65,1,1,3,0,0,1975,0,0,1,0,4,7.86,320.44,5,160426.24,2023,1
9,7,0,88.8,4,3,2,0,4,1996,0,0,1,3,1,7.07,217.31,9,281844.68,2022,4
1,11,3,176.17,6,5,0,0,3,1930,1,0,1,2,2,9.86,486.54,6,626509.46,2022,4
4,12,4,40.32,1,0,3,0,3,1962,1,0,1,3,4,12.74,39.37,3,104459.21,2020,2
2,3,0,51.16,2,1,3,1,2,1990,0,0,0,1,3,2.05,507.05,9,193228.34,2022,1
11,3,0,104.86,6,3,2,0,1,1970,1,1,0,4,4,5.69,63.56,8,234716.79,2023,2
5,4,0,70.85,4,3,2,0,0,1965,0,0,2,4,3,4.38,381.88,9,370886.78,2021,3
5,18,0,92.8,4,4,2,0,3,1928,0,0,1,2,3,7.69,580.53,3,412164.67,2020,1
8,11,0,76.35,4,3,2,0,1,2012,1,0,0,2,2,6.3,134.34,9,244858.45,2021,7
0,11,1,102.79,4,4,5,1,3,2011,1,0,0,2,7,9.81,621.25,6,234905.47,2022,11
1,3,4,30.11,1,0,0,0,1,1968,1,0,1,1,4,9.97,142.32,2,143139.18,2023,3
10,1,2,127.54,5,3,6,1,1,1932,1,1,0,1,3,5.91,327.19,5,1582377.48,2020,12
1,11,1,132.8,7,6,2,0,2,1987,1,1,0,3,4,3.29,63.8,5,771399.03,2021,5
1,3,0,84.35,4,2,5,1,1,1935,0,0,2,2,2,3.05,191.99,5,389506.35,2020,3
3,3,0,64.04,2,2,7,1,0,1937,0,0,0,1,4,2.23,252.94,1,132185.15,2020,8
1,7,0,58.43,2,1,7,1,0,2020,1,0,1,3,1,4.47,252.94,9,331154.5,2021,5
9,12,4,23.7,1,0,3,1,4,1908,0,0,0,0,3,7.77,440.43,10,74912.07,2020,12
3,12,3,166.12,4,3,0,0,2,1958,0,0,1,3,3,6.3,252.94,2,325024.88,2020,7
0,11,0,92.37,4,3,1,0,1,1975,0,0,0,3,3,4.23,219.15,7,193459.15,2020,7
1,11,0,94.33,4,3,4,1,1,1910,0,1,0,3,7,2.61,689.24,8,400835.89,2021,6
12,7,3,154.38,5,5,0,0,0,1877,1,0,0,0,3,5.6,362.68,7,495360.51,2021,6
14,11,3,176.4,4,3,0,0,0,1974,0,0,1,3,2,8.75,72.89,3,450325.76,2021,2
5,5,2,84.91,4,3,1,0,1,1912,1,1,0,0,3,0.24,7.79,2,408708.05,2021,3
3,3,0,69.44,3,1,5,1,0,1940,0,0,0,2,4,20.65,136.42,3,119427.77,2023,12
8,11,2,103.8,5,4,5,1,0,1970,1,0,1,4,5,3.31,38.96,2,515653.05,2021,2
2,3,0,62.02,3,1,5,0,1,1953,0,0,0,0,2,3.95,37.88,10,169815.35,2020,6
14,17,4,32.4,1,0,2,0,0,1990,1,0,1,2,1,6.24,963.0,5,558613.61,2020,10
8,7,1,184.13,4,3,3,1,0,2019,0,1,0,3,2,2.76,162.05,4,686513.33,2023,7
6,2,2,120.52,6,3,0,0,3,1970,0,0,0,2,5,1.88,539.1,8,531121.68,2022,9
8,11,0,107.38,6,5,4,1,3,2023,1,0,0,0,4,12.64,338.13,5,321744.88,2020,11
5,15,0,99.97,4,3,3,1,2,1970,1,0,0,4,6,4.29,486.29,8,810123.26,2021,1
5,18,3,155.89,6,5,0,0,4,1947,1,0,2,0,0,4.09,609.92,7,450988.11,2020,1
3,17,0,96.7,3,1,3,1,0,1934,1,0,0,0,3,3.12,465.1,5,181445.01,2021,3
1,11,3,272.54,7,6,0,0,0,2010,0,0,0,3,3,2.98,172.38,6,945188.91,2023,11
13,12,1,89.62,4,3,6,1,1,1959,0,0,1,3,2,7.46,240.39,2,268499.85,2022,5
6,2,0,99.93,3,2,5,1,2,1990,1,0,1,2,2,8.39,239.91,7,468995.06,2021,11
3,11,3,173.3,4,3,0,0,4,1986,1,0,1,1,3,11.72,235.27,8,196136.34,2023,6
12,3,0,64.15,2,0,3,1,0,1890,1,1,1,3,4,7.47,239.39,8,290888.94,2023,5
10,10,2,130.71,6,5,2,0,1,2009,1,0,0,1,2,1.7,136.39,9,1538578.77,2021,4
7,3,1,131.62,5,4,2,0,0,1969,0,0,0,2,4,6.96,110.77,9,484745.03,2023,4
2,12,3,311.47,5,3,0,0,3,1936,1,0,0,1,7,2.7,635.56,7,782892.99,2020,6
8,11,0,64.8,2,1,2,0,3,2021,0,0,1,2,6,1.93,557.59,5,224400.14,2023,8
13,12,4,31.85,1,0,1,0,0,1995,1,1,1,2,4,2.07,904.11,5,120427.11,2023,11
1,17,3,177.81,5,5,0,0,3,1981,0,0,0,3,2,20.25,78.34,6,409931.78,2021,10
9,3,0,64.69,2,1,4,1,0,2022,0,0,0,1,3,3.43,565.76,9,368798.94,2022,8
0,17,2,95.8,3,2,4,0,3,1995,0,0,0,3,3,14.93,69.23,9,241947.95,2023,11
10,9,1,107.84,7,6,8,1,4,1914,0,0,0,2,6,11.08,56.65,1,739383.8,2022,10
11,12,3,171.83,6,6,0,0,0,2022,0,0,2,4,3,4.85,161.97,6,368774.31,2023,3
4,7,3,140.16,4,2,0,0,1,1979,0,1,2,3,4,4.2,252.94,2,360166.45,2020,11
13,11,0,101.74,5,4,3,1,3,1947,0,1,0,0,3,6.23,44.5,1,385248.14,2020,2
0,12,3,199.42,5,5,0,0,1,2002,1,0,1,1,2,5.48,209.48,4,378159.94,2021,10
9,3,0,55.93,2,1,10,1,4,1883,1,0,0,3,3,7.58,439.32,3,255117.0,2023,10
6,19,0,68.7,3,3,1,0,2,1984,0,0,1,2,3,5.29,277.9,5,381932.63,2020,5
11,3,0,80.21,3,2,4,0,0,1970,1,1,1,3,2,6.77,130.53,5,240338.49,2020,10
3,3,0,94.99,4,3,10,1,2,1904,0,1,0,2,2,4.62,135.6,5,321929.32,2021,4
1,11,0,75.18,4,4,4,0,0,1954,1,0,1,3,7,7.53,258.15,7,243518.65,2021,1
10,16,3,206.33,4,2,0,0,0,1955,0,1,0,2,2,12.02,281.28,6,1679415.81,2020,11
10,1,3,190.65,4,3,0,0,3,1979,1,0,0,0,2,4.0,232.35,1,1675931.66,2020,10
10,10,3,212.5,4,4,0,0,1,1976,0,1,0,0,4,6.4,603.06,9,1576680.34,2021,2
6,19,0,62.61,2,1,3,1,1,1987,0,0,2,3,4,7.03,466.64,4,263986.78,2023,4
11,11,0,90.43,3,1,3,1,0,1929,0,0,0,3,2,6.27,151.52,3,185893.64,2023,12
8,12,4,30.64,1,0,6,1,0,2008,0,0,1,1,2,8.8,252.94,9,107931.23,2022,7
4,3,3,230.03,7,5,0,0,3,2007,1,0,0,3,2,5.04,60.27,4,782265.75,2020,9
12,7,1,98.74,4,3,7,1,4,1935,0,0,0,1,3,2.25,477.83,8,300414.96,2020,1
6,19,0,85.37,4,3,3,1,0,1967,0,0,0,2,4,6.63,758.8,7,329133.35,2023,6
7,7,3,178.94,6,5,0,0,1,1969,0,0,0,2,7,5.79,278.69,10,405577.52,2021,1
2,7,0,73.73,4,3,5,1,0,2014,1,0,1,4,3,2.58,325.63,2,201335.76,2020,7
2,17,3,161.13,4,2,0,0,3,2012,0,1,0,0,3,3.04,275.55,9,382443.14,2021,4
4,17,2,110.36,5,3,7,1,1,1897,0,0,1,2,4,7.1,372.29,8,308846.14,2020,10
5,18,1,180.09,4,4,1,0,0,2019,1,0,1,1,0,11.82,286.97,7,863099.44,2023,2
2,11,1,113.34,4,2,3,0,0,1898,1,0,1,2,4,3.68,183.54,6,353170.44,2021,1
1,7,0,121.52,5,3,10,1,3,1970,0,0,0,0,4,7.31,607.95,6,568677.84,2022,5
6,19,3,169.29,20,5,0,0,0,1948,0,0,1,2,4,7.42,252.94,2,644619.98,2022,4
9,12,3,183.36,4,3,0,0,1,1959,0,0,0,1,6,6.59,349.74,5,576545.41,2021,6
4,12,3,176.17,4,3,0,0,2,1970,1,0,0,3,0,8.38,65.61,9,570143.23,2020,4
7,3,0,123.91,4,3,2,0,2,1978,0,0,1,1,4,4.04,212.5,3,572102.57,2022,3
5,15,2,146.11,6,3,4,0,0,1927,0,0,0,2,3,11.09,109.01,3,949944.59,2023,11
8,17,2,106.24,7,6,4,1,3,2020,1,1,0,0,4,8.47,215.34,2,480425.96,2021,1
11,12,0,52.75,3,2,1,0,4,1970,1,0,1,3,7,4.01,241.58,2,118498.72,2022,9
9,7,0,68.26,3,3,6,1,1,1953,0,0,0,2,1,8.67,252.94,5,336337.81,2020,7
3,11,0,112.62,5,4,2,0,3,2000,0,0,2,0,1,5.26,126.71,10,306191.6,2022,3
4,17,3,135.27,4,2,0,0,1,2006,0,0,0,3,2,4.65,64.94,3,320655.43,2022,12
1,12,0,53.31,3,2,3,1,4,2000,0,0,1,1,1,4.56,339.04,3,197577.71,2020,2
11,3,2,101.6,4,3,4,0,0,1957,0,1,1,3,2,4.51,162.54,1,401196.0,2023,4
9,12,3,139.94,4,3,0,0,4,1986,0,1,0,2,2,11.87,199.8,7,402287.43,2020,7
5,5,3,144.56,6,3,0,0,1,1996,0,0,0,2,2,2.4,252.94,9,475656.44,2021,10
9,17,3,115.79,7,6,12,0,4,1977,1,0,0,3,2,15.35,63.49,3,247934.92,2021,6
0,3,0,81.45,3,2,2,0,0,1970,0,0,2,4,4,5.52,192.62,8,239665.37,2021,9
11,7,1,130.39,7,7,2,0,0,1975,0,0,0,2,7,9.16,800.57,8,288353.28,2022,7
14,11,3,168.03,5,4,0,0,1,1888,1,0,0,4,6,3.4,832.64,7,385809.87,2022,3
0,17,1,85.93,3,2,3,1,0,1943,0,0,0,3,4,6.83,35.57,9,189378.7,2022,10
12,7,3,151.05,5,4,0,0,4,1989,0,0,1,2,4,13.73,159.17,5,225474.29,2022,5
13,7,4,34.99,1,1,2,0,1,1939,0,0,0,4,1,7.66,631.88,2,108270.97,2022,2
8,3,0,88.68,4,3,2,0,1,1966,0,1,1,4,5,3.06,252.94,5,366158.13,2022,11
2,11,3,116.64,5,4,0,0,1,1973,0,0,0,2,6,3.99,180.45,7,197823.58,2022,6
5,5,4,31.58,1,3,0,0,1,1986,1,0,0,1,1,8.28,252.94,1,138819.63,2023,1
11,17,4,25.09,1,0,6,1,3,1941,0,0,2,2,4,5.78,514.56,10,65717.4,2021,3
12,7,4,30.93,1,1,2,0,2,1979,0,0,0,1,3,17.88,416.89,3,72807.82,2021,9
12,12,0,53.86,3,1,0,0,3,1979,0,0,1,1,2,5.35,129.58,5,237324.92,2020,1
3,17,1,81.46,4,4,5,0,4,2005,1,1,0,3,4,5.97,118.75,5,117166.41,2020,5
9,17,1,112.53,5,5,0,0,0,1975,0,0,0,2,2,1.77,160.05,10,635887.42,2021,12
13,7,0,74.36,3,2,3,0,3,1946,0,0,2,0,1,7.53,257.25,8,299323.81,2020,3
12,3,1,96.42,3,3,5,0,1,1972,0,1,0,0,4,3.3,122.47,9,358169.18,2021,3
13,17,0,117.94,4,3,1,0,1,1910,0,0,1,1,4,5.49,483.15,5,310144.87,2022,7
0,12,3,147.48,5,4,0,0,0,1980,0,0,0,4,4,1.84,55.73,5,287790.77,2023,4
9,3,0,62.43,3,3,0,0,1,2014,0,1,0,2,3,6.58,348.06,4,379153.77,2023,6
11,3,1,118.71,6,6,0,0,0,1973,0,0,0,3,7,3.45,242.72,2,322868.14,2022,11
0,3,0,74.49,3,2,10,1,1,1946,0,0,1,4,0,12.51,737.84,7,169928.44,2022,1
1,17,3,147.62,5,4,0,0,0,1961,0,0,0,3,4,3.3,448.02,10,473395.74,2022,11
14,3,0,85.89,3,1,5,0,3,2012,1,0,1,1,3,6.75,252.94,4,350806.77,2023,3
12,7,0,85.71,4,3,2,0,0,2002,1,0,0,2,3,14.01,172.9,7,235938.98,2023,12
6,19,3,176.88,5,4,0,0,1,1970,0,0,2,4,7,7.59,37.54,3,562313.0,2020,10
0,12,0,81.25,3,3,2,0,3,1970,0,0,1,2,4,8.07,158.15,5,195961.31,2020,6
14,11,4,30.61,1,0,4,1,0,1960,0,1,1,1,4,4.82,88.04,6,113062.98,2021,5
9,12,1,115.27,7,5,3,1,0,1917,1,0,2,3,1,3.41,108.56,5,781879.11,2020,2
3,17,4,21.43,1,0,1,0,0,2021,1,0,1,0,2,10.55,252.94,8,50000.0,2020,4
8,3,2,120.85,7,7,0,0,1,1930,0,0,1,2,7,2.21,41.27,6,571981.04,2022,3
6,19,0,98.73,3,2,5,0,0,1940,1,0,2,1,5,2.8,252.94,1,468254.63,2022,2
5,5,0,81.29,4,2,7,1,1,1970,0,0,0,2,7,3.42,373.81,9,342849.16,2020,11
2,3,3,162.91,4,3,0,0,3,1954,0,1,0,2,3,9.74,119.43,9,414484.57,2021,5
3,12,0,97.35,3,2,1,0,0,1978,0,0,1,3,4,7.32,227.71,6,169072.82,2023,10
14,17,1,124.14,7,6,0,0,3,1996,0,1,1,0,2,4.78,164.76,5,501060.4,2020,4
9,11,0,62.59,3,2,0,0,2,1975,0,0,0,4,1,10.98,305.51,3,354596.12,2020,9
14,3,2,144.94,4,2,2,0,0,1969,1,0,0,2,3,5.29,153.45,5,640593.53,2023,8
2,11,0,66.93,3,2,1,0,1,1885,1,0,0,0,3,5.44,260.93,3,183013.02,2022,12
12,3,4,22.74,1,0,0,0,0,1969,1,0,0,1,3,1.5,145.28,5,96909.47,2022,12
3,17,0,60.77,3,3,3,1,1,1966,1,0,0,0,2,3.55,12.78,5,112088.84,2023,7
0,12,0,65.36,3,2,1,0,0,2009,1,0,0,2,3,1.45,82.98,3,187547.45,2023,5
11,17,4,21.19,1,0,0,0,0,1965,0,0,0,3,7,11.61,586.13,10,50000.0,2022,8
6,14,0,109.63,4,2,4,1,0,1982,0,0,0,0,1,3.63,109.0,4,392513.5,2023,7
7,3,4,19.65,1,0,3,0,0,1997,0,0,1,2,6,7.72,611.33,5,74699.36,2020,4
4,11,3,198.17,6,5,0,0,0,1967,0,0,1,3,3,11.48,232.47,4,430120.67,2020,12
14,12,0,82.45,4,3,6,1,4,1941,1,0,2,0,3,18.27,317.24,10,172090.08,2020,5
2,17,1,123.6,5,3,2,0,1,2011,0,0,1,2,0,7.99,123.65,1,306987.47,2020,2
5,18,3,192.02,5,4,0,0,1,2011,1,0,0,1,3,1.59,355.99,1,752284.58,2020,4
5,18,4,29.03,1,0,0,0,3,2012,0,0,0,2,3,1.63,101.68,8,157686.16,2021,5
10,0,3,198.39,4,2,0,0,3,1943,0,0,0,3,2,3.84,71.42,7,1656518.21,2020,8
3,3,3,169.85,4,3,0,0,3,1949,1,1,0,0,5,5.23,-50.0,9,381782.94,2022,2
14,11,0,68.59,2,1,2,0,2,2014,1,0,2,0,3,1.67,117.88,7,320445.14,2020,2
4,12,0,54.77,3,3,5,1,4,1970,0,0,0,2,1,0.2,193.37,6,119458.91,2022,8
1,3,3,187.88,6,5,0,0,0,1984,0,0,1,2,4,4.36,348.19,2,629630.76,2023,12
2,3,0,83.88,3,2,1,0,3,1946,0,0,0,3,4,4.45,710.43,5,290803.72,2022,7
12,17,0,75.76,4,3,1,0,1,1991,0,0,2,3,1,7.57,109.76,5,269277.32,2020,2
13,12,3,208.51,6,5,0,0,3,2004,1,0,2,2,1,2.75,384.8,5,716194.23,2023,5
0,3,3,227.29,5,4,0,0,0,1961,0,0,2,3,6,2.7,837.31,9,463324.94,2020,3
11,17,0,66.12,2,3,0,0,2,1922,0,0,2,3,5,7.98,353.6,5,179406.91,2020,7
4,7,0,90.01,3,3,9,1,0,1992,1,0,0,2,5,5.83,252.94,5,248566.14,2023,5
13,12,0,54.55,2,2,8,1,0,1970,1,1,0,0,7,3.84,290.09,1,225318.33,2023,2
3,7,0,77.26,3,2,4,1,1,1860,1,0,0,3,1,8.07,49.53,10,163061.7,2022,11
0,3,0,72.44,3,3,1,0,1,2009,1,0,1,3,6,6.79,59.43,3,159612.29,2021,9
13,12,0,95.33,4,3,5,1,3,2002,1,0,1,3,6,4.84,574.23,6,320509.33,2021,7
0,17,1,105.72,4,3,3,1,0,1977,0,0,1,3,3,5.36,252.94,7,207818.49,2023,7
7,3,4,45.33,1,0,5,1,0,1985,0,0,0,2,4,5.19,76.33,7,172497.86,2022,1
10,0,0,71.33,3,2,6,1,3,2018,0,0,0,3,4,10.66,331.13,7,634964.8,2021,2
4,12,0,54.76,3,3,2,0,0,1894,0,0,0,0,6,5.96,404.23,8,130386.26,2021,12
3,7,4,20.0,1,0,7,1,2,1935,0,1,1,3,4,0.82,113.64,6,72772.95,2022,10
4,3,0,92.65,4,3,7,1,2,1992,0,0,0,3,2,8.15,427.36,6,340624.5,2022,8
7,17,4,21.18,1,0,3,1,0,1942,0,0,1,0,4,8.92,296.26,4,70534.66,2020,5
14,17,2,131.19,6,5,4,1,2,1934,0,0,1,3,3,17.09,265.82,3,481225.0,2021,9
14,3,3,204.11,4,3,0,0,4,1964,0,1,0,2,3,6.28,30.53,5,408068.93,2023,9
14,3,0,62.34,3,1,2,0,4,1991,1,0,0,3,3,8.81,368.46,5,156393.39,2021,11
8,11,4,33.41,1,1,4,1,4,1970,1,0,2,1,5,8.51,252.94,8,80774.43,2020,6
13,7,1,171.19,1,5,3,0,2,1963,0,0,1,0,2,6.11,138.89,9,692442.2,2022,3
8,3,3,167.69,5,5,0,0,0,1972,0,0,1,3,4,7.8,374.03,7,533210.72,2023,6
10,9,3,123.59,5,3,0,0,2,1928,0,0,1,3,6,7.9,164.56,6,1339147.28,2022,12
11,11,0,64.74,2,1,2,0,1,1970,0,0,0,0,2,4.88,839.6,8,149248.83,2021,6
7,11,0,122.69,7,6,2,0,4,2008,0,1,0,3,4,4.19,493.22,2,353407.81,2023,10
3,12,4,39.28,1,3,4,0,0,1994,1,0,2,4,1,8.09,368.13,7,91454.77,2020,4
4,17,2,90.49,3,2,8,1,1,1970,0,1,2,3,5,2.98,57.8,10,388740.71,2021,8
0,7,3,225.76,4,2,0,0,3,1915,0,0,0,4,4,2.9,254.96,1,383592.27,2021,7
12,12,4,44.96,1,0,1,0,0,1866,1,0,0,2,2,6.24,238.62,8,146974.2,2022,1
